id,text,user.screen_name
400881316973277184,ING verhoogt advies KPN http://t.co/zDsFkCizOR #IEX #ING,IEX_INGGroep
400904314929303552,Wachten op de installateur van #kpn.. Tussen 0800 en 1300 ben benieuwd!,Tom_Stobbe
400921739297034240,KPN Internet+Bellen Thuis Standaard vanaf � 35.00 Alles-in-��n pakketten http://t.co/A5YAI1niy4,Telecom4you
400887473259433984,Beleef het sprookje: met het KPN Mooiste Contact Fonds naar de Efteling!    http://t.co/AmYfhnFGWZ #KPN #sHeerenLoo,sHeerenLoo
400917609551384577,"@JufElsbeth hahaha, ik ga zo (zonder kies en pijnlijk tandvlees) richting KPN winkel en hopelijk kunnen ze hem fixen! #fijnmaarnietheus",kiekfirch
400877141438758912,Hopelijk werkt het internet weer. Anders weer een dag naar de haaien. #kpn,Herjan_Ede
400894116235452417,KPN Corporate Market zoekt een Senior Database Specialist Oracle | Apeldoorn / Amsterdam | #vacature | #ICT http://t.co/YTwIC38c9s | Pls RT,ictvacnl
400898454316384256,Ik zal nooit meer de KPN hacken :-) http://t.co/NIUhjeErkP,Berentschot
400884379926294528,Kpn kortingscodes http://t.co/EQ1tZ8nZII,hatgaongu
400874756582694912,ING verhoogt advies KPN http://t.co/d8L4px3o2R #lenen #geld #crisis,Banken_Info
400869285318635520,Vandaag op school heel de dag geen internet op m'n telefoon omdat KPN alles verkeerd heeft gedaan. NAAIERDS,SPITONMEBEYONCE
400881445016985600,"@Sjiens @bobsgrid dat heb ik met de helpdesk van kpn, die kunnen weinig (niets) goeddoen bij mij op het moment.",AnneM35
400875810300915712,Android-gebruiker verstookt weinig data (Emerce Nieuws) http://t.co/xumc8PIsvW #iphone #laren #wifihotspots #nederland #android #ziggo #kpn,aboutiphone
400878012360826880,Kpn= kut playstation netwerk zok bedakke,klaus_joey
400873761958006784,KPN advies omhoog naar buy van hold - Market Talk http://t.co/izVs9u3LQh #economie #geld #economieinfo,Economie_Info
400822926124908544,50 procent korting zolang je abonnement loopt bij�Youfone:�http://t.co/Gbs5BhV8vQ�Voordelig  bellen op het KPN netwerk,Voordeel1
400930758313132032,Website #kpn altijd leuk...  #geduld 😡,HisRoyal99
400961435049922560,Aan het werk (@ KPN) http://t.co/a0llsg8ck3,fulcodelang
400967082092679168,#banen #Sales Sales - Parttime verkoper voor KPN XL winkel in Barendrecht voor 30 uur: ZH... http://t.co/7zdwwEOVGA #vacature #Rotterdam,ROVerkoop
400928892971528192,Nederland 'high trust' land? Met krediet aan MKB ver in de europese achterhoede. KPN Vandaag http://t.co/6umYyhbgYT,RikKoolma
400927515763826688,#vacature #enschede #verkoper #hi en #KPN #commercie. Meer info via http://t.co/2fd6nKpjdl of ga naar job-instedendriehoek.nl vacnr 878,ErickDeventer
400962646239113216,@VennyOng_ ven reemeeeeed ips kpn?,WangFellyy
400939829267279872,"Actie!! Eén pakket met Internet, Bellen en TV van KPN + gratis monteur, kijk snel op http://t.co/g9ZeKvEoho",telefonie2012
400966191885598720,"Samsung Galaxy S Advance Metallic black, Bel-SMS-WebXL 150, 2 jaar ~  24 KPN ~ Mobiel  vanaf € 59,95 #KPN   http://t.co/O6yLY5OsZv",GSM_plaza
400965659997515776,"Telegraaf: Providers gaan strijd aan tegen botnets - Zeven internetproviders waaronder Ziggo, UPC en KPN, lanceren... http://t.co/aFXsfVZgbm",southparcNL
400945043545935873,#Bussum #vacatures Sales - Parttime verkoper voor de KPN winkel in Bussum voor 10 uur: Olympia Uitzendbureau Z... http://t.co/xsLeGJeIBK,BussumVacatures
400938163226820609,"@KPN geen ovk mobiel internet, toch leveren ze. oma 78 laten ze barsten met een hoge fact. Terwijl ze eerst bevestigde dat geld retour komt!",Ninoy84
400949028290322433,Bij de laatste keynote #owd13 op 12 nov liep een #eduroam AP met 40-50 users via #4G #KPN over #SURFnet: worked well http://t.co/gbLLAOtSTn,pauldekkers
400950364096458753,@trienekebos klinkt interessant. Volgens mij zit ik nog in de 'zicht'periode bij KPN.,eduardrekker
400930456461271040,"#kpn Weekje ouder en weer wat wijzer :-)
Contact gehad met leverancier van meetcomputer. Er zit geen DHCP-clie... http://t.co/VwydKrdfrZ",KPNGebruikers
400962880704876544,@xs4all is er net als bij kpn een mogelijk om sms ofzo te krijgen als de storing opgelost is,Casper0nline
400949566112927745,"ING ziet meer in KPN, adviesverhoging, http://t.co/3jwnDCJBoq",theobesteman
400951390711066624,Kan het zijn dat #kpn storing heeft op het 3g netwerk? #dtv,Martinboth
400930497376686080,"[open] Storing Brummen, Vorden, Almen, Hengelo - Internet van XS4ALL / Business DSL / ADSL van KPN http://t.co/rA2oA3OIdS",XS4ALL_Forum
400947543276023808,@KPN  Je gratis onderling bellen #beloven (2 abonnementen op mijn naam) maar #rekening presenteren van 118 euro! #schandalig #kpn #Almere,NetjeRing
400934422222217216,#kpn al een week zonder #telefoon #internet #tv #slechteservice,MarikeO
400936184714919936,Nu op M! jobs: Marketingmanager ZZP/SOHO bij KPN Zakelijke Markt #vacature #marcom http://t.co/v1wg5uu6nY,MJobs
400966902039998465,KPN beweert:het einde van 1e kwartaal volgend jaar is 4G al beschikbaar in heel Nederland.Durf te wedden dat Lattrop daar niet bij hoort,RichardHek
400970615173025792,"@KPNwebcare willen jullie mijn volledige beltegoed weer op mijn mobiel terugzetten ipv de € 4,= die er nu op staat, begin kpn zat te worden",wimvlonkhuijsen
400929939672674304,"Dan is het morgen ook nog D-Day, mobiel gezien dan: de Grote Overstap van KPN naar T-Mobile Zakelijk. Vanaf morgen ook geen mobiel meer? ;-)",atowncalled
400930171361841154,"#vacature #sales Verkoopmedewerker bij KPN in Beek (24u): LI-BEEK LB, Organisatie KPN is de gr... http://t.co/1rtYfX6W93 #banen #limburg",LISalesbanen
400929816204951552,"#KPN Forse winstval Telekom Austria: De omzet van het Oostenrijkse telefoniebedrijf Telekom Austria, dat net a... http://t.co/C8eIDmmmoh",KPNAandeel
400938343782821888,#vacature parttime #Verkoper bij KPN HI winkel in Amersfoort http://t.co/nefz9yhaL1,Verkoopbaan
400927553801949184,Totaal TV | HBO: Sterke najaarsprogrammering en nieuwe look &amp; feel - http://t.co/TBOzYYDSfs #HBO #Ziggo #UPC #KPN #glasvezel #media #nieuws,Medianieuwtjes
400930880522158080,"Aandelenrondje: Op één na...: Stralend Damrak, waar alleen Ahold nat gaat. Verder SBMO, BAM, KPN, ASML, I... http://t.co/5VbgZuuhVx #IEX",IEXnl
400958523263422464,"Opmerkelijk. Wel 3g van @hi/kpn, maar geen data mogelijk (wel h+). Via gsm wel gewoon internet (molenschot)",justmeistr
400941843757928448,Haperende #itv ontvangst #KPN snel op afstand opgelost door helpdesk. #pluim,Posdijk
400953630674526208,@SDuijvestijn Hoe sta je tegenover KPN&gt;? Dank voor je reactie..,Bart_1983
400941878784589824,"@trienekebos nou ja, ik heb een zaak, dus in feite zou dat wel kunnen. Snelheid UPC is beter. KPN levert 18mbit...",eduardrekker
400955317095530496,"Eén pakket met Internet, Bellen en TV van KPN + gratis monteur, kijk snel op http://t.co/g9ZeKvEoho",telefonie2012
400926888094605313,HBO: Sterke najaarsprogrammering en nieuwe look &amp; feel #HBO #Ziggo #UPC #KPN #glasvezel #media http://t.co/g78VqwWp4E,TotaalTV
400930649462145024,"#caiway Hoi jj987,
De KPN decoder is helaas wel degelijk verbonden via HDMI. Ik heb het namelijk zelf ... http://t.co/yHafFxxtsQ &lt;-Antw.",CaiWay_Forum
400930172049711104,"#vacature #sales Verkoopmedewerker bij HI in Weert! (12u): LI-WEERT, Organisatie KPN is de gro... http://t.co/CIpG1jmcGq #banen #limburg",LISalesbanen
400953444447838208,"@WORRELLenJETTEN Het betreft een telefoonlijn van KPN? Zou je in dat geval de postcode, huisnummer, contractnaam en het betreffende 1/2",KPNwebcare
400944558470873088,@KPNwebcare graag krijg ik contact met iemand die mij kan helpen want nu raad ik niemand KPN aan #tegekvoorwoorden,peterdebruin
400960018667032577,Wij zijn klaar voor de @fronteerstrat 'Afternoon at the Fronteer'. Welkom sprekers #Philips #KPN #ABNAMRO #KLM. Cracking innovation codes,MartijnPater
400964569495244800,"Eindelijk ook 4G van T-Mobile. Net zo snel als 3G vroeger, maar dan stabiel. Benieuwd naar de snelheid bij KPN.",florispoort
400935195488313344,@KPNwebcare Beide ontvangers aangesloten via CAT6 bekabeling op KPN switch,marcoheijkoop
400942230388883457,@eduardrekker i know en bij KPN is het afhankelijk van de afstand tot wijkcentrale hoeveel snelheid je haalt. UPC garandeert 80% bekabeld,trienekebos
400942124163932160,@KOGELMANdotCOM KPN!! Weet niet of er glasvezel bij jullie is. Maar wij zijn I.I.G erg tevreden over KPN.,etiennecor
400956171156082688,"Commerciele Job: Sales - Parttime verkoper voor KPN, Hi &amp; Telfort omgeving Arnhem - Arnhem http://t.co/DjcwDBh7pL #vacatures",verkoop_job_ge
400949410420768768,"Sony Ericsson Xperia Ray Black icm KPN Bel+Sms+Web Bel+Sms+Web 450 24 maanden vanaf € 57,5 #KPN   http://t.co/bAq4TuPFjy",Telefoon2day
400945943522312192,"@Good_KPN  Nou, zo good was het anders niet. Nou maar hopen dat iemand mij gaat bellen/mailen. #100euro benadeeld. #KPN #desjaak",NetjeRing
400954646836957184,"#Digitaal Providers gaan strijd aan tegen botnets: Zeven internetproviders waaronder Ziggo, UPC en KPN, lancer... http://t.co/KevpLxT2Dp",SNELNIEUWS1
400959973800542208,"#KPN itv online wil vage permissie op Android: WiFi broadcast... Waarom? Wat doet het?

(En sd-kaart eigenlijk ook)",houtig
400926304012214272,@TheDailyTurbo Hoe staat het met KPN? Zo te zien is de weerstand wel heel erg rond 2.50? Dank..,Bart_1983
400930496734982145,[open] Storing Bilthoven- Internet van XS4ALL / Business DSL / ADSL van KPN http://t.co/3zzEo6x45T,XS4ALL_Forum
400967316290015234,Word zo moe van die KPN web portal. http://t.co/bBexKs6s0L,T400R
400943838140715008,#telfort KPN vernieuwt de 2G-antennes en -apparatuur en bereidt zich zo voor op de toekomst. Op 15 November 20... http://t.co/kQ8hqOUKrG,TelfortHelpdesk
400967531575271424,IT Career Event - regio Noord Oost | KPN https://t.co/AqesfCJPzd,Roger_Roelofs
400939052360564736,@eduardrekker coax versus adsl bijna niet te vergelijken echter haal je bij upc wel je snelheid wat bij KPN sporadisch is. Iig goedkoper,trienekebos
400937113610633217,KPN Internet Thuis Standaard vanaf � 36.50 Internet http://t.co/0o4Gw0yHWv,GSM_plaza
400940099552415744,"Topservice door #kpn vandaag alles netjes, snel en goed geïnstalleerd. Top",Tom_Stobbe
400930689782018048,"#vacature #banen Storing en Internet: ZH-ROTTERDAM, Organisatie Bedrijfsprofiel KPN en KPN Con... http://t.co/GFNZZvf2Ud #klantenservice",ZHService
400930495229210624,[open] Storing Goor - Internet van XS4ALL / Business DSL / ADSL van KPN http://t.co/sseO45lQux,XS4ALL_Forum
400949494097133568,@Sharry___ Die @Shafqat_Ahmed toch. Aparte manier om leuke meiden te benaderen.  Met zijn KPN glasvezel. Word aangelegd door Polen trouwens.,1mmobilizer
400943834122559488,@putratama_ studio kpn?,romy_kam
400927408083447808,Totaal TV | HBO: Sterke najaarsprogrammering en nieuwe look &amp; feel - http://t.co/SP50CuTmp9 #HBO #Ziggo #UPC #KPN #glasvezel #media #nieuws,glasvezeltv
400943838946025472,#telfort KPN vernieuwt de 2G-antennes en -apparatuur en bereidt zich zo voor op de toekomst. Op 14 November 20... http://t.co/ZMeRs93Dpz,TelfortHelpdesk
400926424283901952,"RT @Bart_1983: @TheDailyTurbo Hoe staat het met KPN? Zo te zien is de weerstand wel heel erg rond 2.50? Dank..
NB Correct....",TheDailyTurbo
400930494461652992,[opgelost] Storing Almen - Internet van XS4ALL / Business DSL / ADSL van KPN http://t.co/2LFYlwWZ5Y,XS4ALL_Forum
400970401938808832,Kpn kortingscodes http://t.co/vh21axNDRS,SachinPerera2
400954677543841792,"Wij zijn momenteel telefonisch slecht bereikbaar, aangezien KPN een storing heeft in ons gebied. Wij hopen dat... http://t.co/OlRWipk2XG",UitenMeer
400930455731449856,#kpn we hebben nu nog lijbrandt voor de glasvezel aansluiting en daar zit een aansluiting op voor de tweede tv... http://t.co/HbPNAYwon4,KPNGebruikers
400948990629650433,@KPN  #benieuwd Wie herkent deze #klacht Zal vast de enige niet zijn die tegen zoiets aanloopt. #valse #voorlichting #gepeperde #rekening,NetjeRing
400928077645381632,@KPNwebcare wil een klacht indienen over jullie onwaarschijnlijk slechte service. Mailadres op KPN.nl vinden lijkt onmogelijk!,MarikeO
400971568550907904,"Nu zo pannenkoeken eten op het werk onder het mom van ""Mini-oud-Hollandsche-medewerker-verwen-dag"" #KPN",Emiel83
400930409485070339,"Aanstaande zondag weer OpenHuisDienst: Hebt u het al? Alles in 1 pakket van Ziggo, KPN, Xs4all en zo kunnen we... http://t.co/xlvxN8qC4U",SleenWeb
400930457316904960,"#kpn Ik heb een Thomson TG789vn router waarbij ik, volgens mij, niet in staat ben om te portforwarden. Ik wil ... http://t.co/nTn8LUr84q",KPNGebruikers
400948951970775040,Stoere heer Collin #kpn gooit de hoorn op de haak na reeks ellende. Hef monopoli n keer op van die K..club! #ergboos #actie,AntonRally
400930287153999872,#Bussum #vacatures Sales - Parttime verkoper voor de KPN winkel in Bussum voor 10 uur: Olympia Uitzendbureau Z... http://t.co/1CRlUFQAF3,BussumVacatures
400930648640061440,"#caiway Hoi Jeffrey,
Wat je gezien hebt van kpn is waarschijnlijk een decoder die verbonden is met een... http://t.co/IrryfDELvT &lt;-Antw.",CaiWay_Forum
400950185389744128,@KOGELMANdotCOM Sterkte er mee haha. Misschien kan KPN (of een andere glasvezel aanbieder) je helpen met over te stappen.,etiennecor
400964446857994240,KPN Internet+iTV Glasvezel Standaard vanaf � 45.00 Alles-in-��n pakketten http://t.co/0o4Gw0yHWv,GSM_plaza
400928096104112128,#telfort KPN vernieuwt de 2G-antennes en -apparatuur en bereidt zich zo voor op de toekomst. Op 13 November 20... http://t.co/rpnGgNzDZi,TelfortHelpdesk
400944247559696384,@passionFtalent Ik ken dat. Vandaar dat ik nu kpn interactief heb. Nul storingen laatste jaar. TT  888 gaat redelijk. Vooruitgang TOV kabel?,tijn333
400931252691144704,"#netwerk vacatures Monteur ICT KPN netwerken: Connectica Groep - Zaandam, Noord-Holland - .   Wij installeren ... http://t.co/c2WWSNLvsl",netwerkjobs
400930878974488577,"Beurs Vandaag: Duiven op de Dam: Vrolijke futures. Ahold, KPN, SBMO, BAM, AND, HAL, Wal-Mart, Cisco, BBP ... http://t.co/WyLcYMvaO8 #IEX",IEXnl
400967097800351744,#banen #ZH Sales - Parttime verkoper voor KPN XL winkel in Barendrecht voor 30 uur: ZH-BAREND... http://t.co/YkkRmEzxkq #vacature #sales,ZHSalesbanen
400966363256483840,Zo snel mogelijk naar kpn winkel want word gek van mn telefooon 🙏,floordekam
400927382951186432,#KPN verwerft goedkope Belgische #4G-frequentie http://t.co/LNa56U2vhw,stnnl
400959149175222272,Steeds vaker mijn vak overdragen. Heerlijk. Vandaag masterclass modereren @KPN,Kimcoppes
400943339748745217,"Sony Ericsson Xperia arc S Black, Bel-SMS 350, 1 jaar ~  12 KPN ~ Mobiel  vanaf € 0 #KPN   http://t.co/BQQ4VC2cJF",Telecom4you
400938912136585216,"@KPN Ja ik ben boos, ja ik ben klaar met KPN. Voor mij geen KPN meer, principe kwestie!",Ninoy84
400938592018907136,"@KPN schandalige service, oma 78 bevestigen dat ze hoge fact. Retour krijgt, nu zeggen ze dat er geen toezeggingen gedaan zijn. Leugenaars!!",Ninoy84
400950565116858368,@eduardrekker keus blijft bij jou liggen. Ik heb alleen nog nooit een KPN klant gehoord die de beloofde snelheid haalde.,trienekebos
400930495921287168,[open] Storing Cuijk - Internet van XS4ALL / Business DSL / ADSL van KPN http://t.co/lPT9mha0rU,XS4ALL_Forum
400939139367202816,"Onbeperkt Bellen-Internet en sms
Per maand slechts 29,95
Per maand opzegbaar,KPN netwerk
Robin Mobile 
http://t.co/2dn07CW3A5
#nieuws #leren",simonlynieuws
400927412110000128,Totaal TV | HBO: Sterke najaarsprogrammering en nieuwe look &amp; feel - http://t.co/oBKsKpf6iT #HBO #Ziggo #UPC #KPN #glasvezel #media #nieuws,kriekmedia
